01/04/17	17	358d44.8
01/04/17	18	13d47.2
01/04/17	19	28d49.7
01/04/17	20	43d52.1
01/04/17	21	58d54.6
01/04/17	22	73d57.1
01/04/17	23	88d59.5
01/05/17	0	104d02.0
01/05/17	1	119d04.5
01/05/17	2	134d06.9
01/05/17	3	149d09.4
01/05/17	4	164d11.9
01/05/17	5	179d14.3
01/05/17	6	194d16.8
01/05/17	7	209d19.3
01/05/17	8	224d21.7
01/05/17	9	239d24.2
01/05/17	10	254d26.6
01/05/17	11	269d29.1
01/05/17	12	284d31.6
01/05/17	13	299d34.0
01/05/17	14	314d36.5
01/05/17	15	329d39.0
01/05/17	16	344d41.4
01/05/17	17	359d43.9
01/05/17	18	14d46.4
01/05/17	19	29d48.8
01/05/17	20	44d51.3
01/05/17	21	59d53.7
01/05/17	22	74d56.2
01/05/17	23	89d58.7
01/06/17	0	105d01.1
01/06/17	1	120d03.6
01/06/17	2	135d06.1
01/06/17	3	150d08.5
01/06/17	4	165d11.0
01/06/17	5	180d13.5
01/06/17	6	195d15.9
01/06/17	7	210d18.4
01/06/17	8	225d20.9
01/06/17	9	240d23.3
01/06/17	10	255d25.8
01/06/17	11	270d28.2
01/06/17	12	285d30.7
01/06/17	13	300d33.2
01/06/17	14	315d35.6
01/06/17	15	330d38.1
01/06/17	16	345d40.6
01/06/17	17	0d43.0
01/06/17	18	15d45.5
01/06/17	19	30d48.0
01/06/17	20	45d50.4
01/06/17	21	60d52.9
01/06/17	22	75d55.4
01/06/17	23	90d57.8
01/07/17	0	106d00.3
01/07/17	1	121d02.7
01/07/17	2	136d05.2
01/07/17	3	151d07.7
01/07/17	4	166d10.1
01/07/17	5	181d12.6
01/07/17	6	196d15.1
01/07/17	7	211d17.5
01/07/17	8	226d20.0
01/07/17	9	241d22.5
01/07/17	10	256d24.9
01/07/17	11	271d27.4
01/07/17	12	286d29.9
01/07/17	13	301d32.3
01/07/17	14	316d34.8
01/07/17	15	331d37.2
01/07/17	16	346d39.7
01/07/17	17	1d42.2
01/07/17	18	16d44.6
01/07/17	19	31d47.1
01/07/17	20	46d49.6
01/07/17	21	61d52.0
01/07/17	22	76d54.5
01/07/17	23	91d57.0
01/08/17	0	106d59.4
01/08/17	1	122d01.9
01/08/17	2	137d04.3
01/08/17	3	152d06.8
01/08/17	4	167d09.3
01/08/17	5	182d11.7
01/08/17	6	197d14.2
01/08/17	7	212d16.7
01/08/17	8	227d19.1
01/08/17	9	242d21.6
01/08/17	10	257d24.1
01/08/17	11	272d26.5
01/08/17	12	287d29.0
01/08/17	13	302d31.5
01/08/17	14	317d33.9
01/08/17	15	332d36.4
01/08/17	16	347d38.8
01/08/17	17	2d41.3
01/08/17	18	17d43.8
01/08/17	19	32d46.2
01/08/17	20	47d48.7
01/08/17	21	62d51.2
01/08/17	22	77d53.6
01/08/17	23	92d56.1
01/09/17	0	107d58.6
01/09/17	1	123d01.0
01/09/17	2	138d03.5
01/09/17	3	153d06.0
01/09/17	4	168d08.4
01/09/17	5	183d10.9
01/09/17	6	198d13.3
01/09/17	7	213d15.8
01/09/17	8	228d18.3
01/09/17	9	243d20.7
01/09/17	10	258d23.2
01/09/17	11	273d25.7
01/09/17	12	288d28.1
01/09/17	13	303d30.6
01/09/17	14	318d33.1
01/09/17	15	333d35.5
01/09/17	16	348d38.0
01/09/17	17	3d40.5
01/09/17	18	18d42.9
01/09/17	19	33d45.4
01/09/17	20	48d47.8
01/09/17	21	63d50.3
01/09/17	22	78d52.8
01/09/17	23	93d55.2
01/10/17	0	108d57.7
01/10/17	1	124d00.2
01/10/17	2	139d02.6
01/10/17	3	154d05.1
01/10/17	4	169d07.6
01/10/17	5	184d10.0
01/10/17	6	199d12.5
01/10/17	7	214d15.0
01/10/17	8	229d17.4
01/10/17	9	244d19.9
01/10/17	10	259d22.3
01/10/17	11	274d24.8
01/10/17	12	289d27.3
01/10/17	13	304d29.7
01/10/17	14	319d32.2
01/10/17	15	334d34.7
01/10/17	16	349d37.1
01/10/17	17	4d39.6
01/10/17	18	19d42.1
01/10/17	19	34d44.5
01/10/17	20	49d47.0
01/10/17	21	64d49.4
01/10/17	22	79d51.9
01/10/17	23	94d54.4
01/11/17	0	109d56.8
01/11/17	1	124d59.3
01/11/17	2	140d01.8
01/11/17	3	155d04.2
01/11/17	4	170d06.7
01/11/17	5	185d09.2
01/11/17	6	200d11.6
01/11/17	7	215d14.1
01/11/17	8	230d16.6
01/11/17	9	245d19.0
01/11/17	10	260d21.5
01/11/17	11	275d23.9
01/11/17	12	290d26.4
01/11/17	13	305d28.9
01/11/17	14	320d31.3
01/11/17	15	335d33.8
01/11/17	16	350d36.3
01/11/17	17	5d38.7
01/11/17	18	20d41.2
01/11/17	19	35d43.7
01/11/17	20	50d46.1
01/11/17	21	65d48.6
01/11/17	22	80d51.1
01/11/17	23	95d53.5
01/12/17	0	110d56.0
01/12/17	1	125d58.4
01/12/17	2	141d00.9
01/12/17	3	156d03.4
01/12/17	4	171d05.8
01/12/17	5	186d08.3
01/12/17	6	201d10.8
01/12/17	7	216d13.2
01/12/17	8	231d15.7
01/12/17	9	246d18.2
01/12/17	10	261d20.6
01/12/17	11	276d23.1
01/12/17	12	291d25.6
01/12/17	13	306d28.0
01/12/17	14	321d30.5
01/12/17	15	336d32.9
01/12/17	16	351d35.4
01/12/17	17	6d37.9
01/12/17	18	21d40.3
01/12/17	19	36d42.8
01/12/17	20	51d45.3
01/12/17	21	66d47.7
01/12/17	22	81d50.2
01/12/17	23	96d52.7
01/13/17	0	111d55.1
01/13/17	1	126d57.6
01/13/17	2	142d00.0
01/13/17	3	157d02.5
01/13/17	4	172d05.0
01/13/17	5	187d07.4
01/13/17	6	202d09.9
01/13/17	7	217d12.4
01/13/17	8	232d14.8
01/13/17	9	247d17.3
01/13/17	10	262d19.8
01/13/17	11	277d22.2
01/13/17	12	292d24.7
01/13/17	13	307d27.2
01/13/17	14	322d29.6
01/13/17	15	337d32.1
01/13/17	16	352d34.5
01/13/17	17	7d37.0
01/13/17	18	22d39.5
01/13/17	19	37d41.9
01/13/17	20	52d44.4
01/13/17	21	67d46.9
01/13/17	22	82d49.3
01/13/17	23	97d51.8
01/14/17	0	112d54.3
01/14/17	1	127d56.7
01/14/17	2	142d59.2
01/14/17	3	158d01.7
01/14/17	4	173d04.1
01/14/17	5	188d06.6
01/14/17	6	203d09.0
01/14/17	7	218d11.5
01/14/17	8	233d14.0
01/14/17	9	248d16.4
01/14/17	10	263d18.9
01/14/17	11	278d21.4
01/14/17	12	293d23.8
01/14/17	13	308d26.3
01/14/17	14	323d28.8
01/14/17	15	338d31.2
01/14/17	16	353d33.7
01/14/17	17	8d36.1
01/14/17	18	23d38.6
01/14/17	19	38d41.1
01/14/17	20	53d43.5
01/14/17	21	68d46.0
01/14/17	22	83d48.5
01/14/17	23	98d50.9
01/15/17	0	113d53.4
01/15/17	1	128d55.9
01/15/17	2	143d58.3
01/15/17	3	159d00.8
01/15/17	4	174d03.3
01/15/17	5	189d05.7
01/15/17	6	204d08.2
01/15/17	7	219d10.6
01/15/17	8	234d13.1
01/15/17	9	249d15.6
01/15/17	10	264d18.0
01/15/17	11	279d20.5
01/15/17	12	294d23.0
01/15/17	13	309d25.4
01/15/17	14	324d27.9
01/15/17	15	339d30.4
01/15/17	16	354d32.8
01/15/17	17	9d35.3
01/15/17	18	24d37.7
01/15/17	19	39d40.2
01/15/17	20	54d42.7
01/15/17	21	69d45.1
01/15/17	22	84d47.6
01/15/17	23	99d50.1
01/16/17	0	114d52.5
01/16/17	1	129d55.0
01/16/17	2	144d57.5
01/16/17	3	159d59.9
01/16/17	4	175d02.4
01/16/17	5	190d04.9
01/16/17	6	205d07.3
01/16/17	7	220d09.8
01/16/17	8	235d12.2
01/16/17	9	250d14.7
01/16/17	10	265d17.2
01/16/17	11	280d19.6
01/16/17	12	295d22.1
01/16/17	13	310d24.6
01/16/17	14	325d27.0
01/16/17	15	340d29.5
01/16/17	16	355d32.0
01/16/17	17	10d34.4
01/16/17	18	25d36.9
01/16/17	19	40d39.4
01/16/17	20	55d41.8
01/16/17	21	70d44.3
01/16/17	22	85d46.7
01/16/17	23	100d49.2
01/17/17	0	115d51.7
01/17/17	1	130d54.1
01/17/17	2	145d56.6
01/17/17	3	160d59.1
01/17/17	4	176d01.5
01/17/17	5	191d04.0
01/17/17	6	206d06.5
01/17/17	7	221d08.9
01/17/17	8	236d11.4
01/17/17	9	251d13.8
01/17/17	10	266d16.3
01/17/17	11	281d18.8
01/17/17	12	296d21.2
01/17/17	13	311d23.7
01/17/17	14	326d26.2
01/17/17	15	341d28.6
01/17/17	16	356d31.1
01/17/17	17	11d33.6
01/17/17	18	26d36.0
01/17/17	19	41d38.5
01/17/17	20	56d41.0
01/17/17	21	71d43.4
01/17/17	22	86d45.9
01/17/17	23	101d48.3
01/18/17	0	116d50.8
01/18/17	1	131d53.3
01/18/17	2	146d55.7
01/18/17	3	161d58.2
01/18/17	4	177d00.7
01/18/17	5	192d03.1
01/18/17	6	207d05.6
01/18/17	7	222d08.1
01/18/17	8	237d10.5
01/18/17	9	252d13.0
01/18/17	10	267d15.5
01/18/17	11	282d17.9
01/18/17	12	297d20.4
01/18/17	13	312d22.8
01/18/17	14	327d25.3
01/18/17	15	342d27.8
01/18/17	16	357d30.2
01/18/17	17	12d32.7
01/18/17	18	27d35.2
01/18/17	19	42d37.6
01/18/17	20	57d40.1
01/18/17	21	72d42.6
01/18/17	22	87d45.0
01/18/17	23	102d47.5
01/19/17	0	117d50.0
01/19/17	1	132d52.4
01/19/17	2	147d54.9
01/19/17	3	162d57.3
01/19/17	4	177d59.8
01/19/17	5	193d02.3
01/19/17	6	208d04.7
01/19/17	7	223d07.2
01/19/17	8	238d09.7
01/19/17	9	253d12.1
01/19/17	10	268d14.6
01/19/17	11	283d17.1
01/19/17	12	298d19.5
01/19/17	13	313d22.0
01/19/17	14	328d24.4
01/19/17	15	343d26.9
01/19/17	16	358d29.4
01/19/17	17	13d31.8
01/19/17	18	28d34.3
01/19/17	19	43d36.8
01/19/17	20	58d39.2
01/19/17	21	73d41.7
01/19/17	22	88d44.2
01/19/17	23	103d46.6
01/20/17	0	118d49.1
01/20/17	1	133d51.6
01/20/17	2	148d54.0
01/20/17	3	163d56.5
01/20/17	4	178d58.9
01/20/17	5	194d01.4
01/20/17	6	209d03.9
01/20/17	7	224d06.3
01/20/17	8	239d08.8
01/20/17	9	254d11.3
01/20/17	10	269d13.7
01/20/17	11	284d16.2
01/20/17	12	299d18.7
01/20/17	13	314d21.1
01/20/17	14	329d23.6
01/20/17	15	344d26.1
01/20/17	16	359d28.5
01/20/17	17	14d31.0
01/20/17	18	29d33.4
01/20/17	19	44d35.9
01/20/17	20	59d38.4
01/20/17	21	74d40.8
01/20/17	22	89d43.3
01/20/17	23	104d45.8
01/21/17	0	119d48.2
01/21/17	1	134d50.7
01/21/17	2	149d53.2
01/21/17	3	164d55.6
01/21/17	4	179d58.1
01/21/17	5	195d00.6
01/21/17	6	210d03.0
01/21/17	7	225d05.5
01/21/17	8	240d07.9
01/21/17	9	255d10.4
01/21/17	10	270d12.9
01/21/17	11	285d15.3
01/21/17	12	300d17.8
01/21/17	13	315d20.3
01/21/17	14	330d22.7
01/21/17	15	345d25.2
01/21/17	16	0d27.7
01/21/17	17	15d30.1
01/21/17	18	30d32.6
01/21/17	19	45d35.0
01/21/17	20	60d37.5
01/21/17	21	75d40.0
01/21/17	22	90d42.4
01/21/17	23	105d44.9
01/22/17	0	120d47.4
01/22/17	1	135d49.8
01/22/17	2	150d52.3
01/22/17	3	165d54.8
01/22/17	4	180d57.2
01/22/17	5	195d59.7
01/22/17	6	211d02.2
01/22/17	7	226d04.6
01/22/17	8	241d07.1
01/22/17	9	256d09.5
01/22/17	10	271d12.0
01/22/17	11	286d14.5
01/22/17	12	301d16.9
01/22/17	13	316d19.4
01/22/17	14	331d21.9
01/22/17	15	346d24.3
01/22/17	16	1d26.8
01/22/17	17	16d29.3
01/22/17	18	31d31.7
01/22/17	19	46d34.2
01/22/17	20	61d36.7
01/22/17	21	76d39.1
01/22/17	22	91d41.6
01/22/17	23	106d44.0
01/23/17	0	121d46.5
01/23/17	1	136d49.0
01/23/17	2	151d51.4
01/23/17	3	166d53.9
01/23/17	4	181d56.4
01/23/17	5	196d58.8
01/23/17	6	212d01.3
01/23/17	7	227d03.8
01/23/17	8	242d06.2
01/23/17	9	257d08.7
01/23/17	10	272d11.2
01/23/17	11	287d13.6
01/23/17	12	302d16.1
01/23/17	13	317d18.5
01/23/17	14	332d21.0
01/23/17	15	347d23.5
01/23/17	16	2d25.9
01/23/17	17	17d28.4
01/23/17	18	32d30.9
01/23/17	19	47d33.3
01/23/17	20	62d35.8
01/23/17	21	77d38.3
01/23/17	22	92d40.7
01/23/17	23	107d43.2
01/24/17	0	122d45.7
01/24/17	1	137d48.1
01/24/17	2	152d50.6
01/24/17	3	167d53.0
01/24/17	4	182d55.5
01/24/17	5	197d58.0
01/24/17	6	213d00.4
01/24/17	7	228d02.9
01/24/17	8	243d05.4
01/24/17	9	258d07.8
01/24/17	10	273d10.3
01/24/17	11	288d12.8
01/24/17	12	303d15.2
01/24/17	13	318d17.7
01/24/17	14	333d20.1
01/24/17	15	348d22.6
01/24/17	16	3d25.1
01/24/17	17	18d27.5
01/24/17	18	33d30.0
01/24/17	19	48d32.5
01/24/17	20	63d34.9
01/24/17	21	78d37.4
01/24/17	22	93d39.9
01/24/17	23	108d42.3
01/25/17	0	123d44.8
01/25/17	1	138d47.3
01/25/17	2	153d49.7
01/25/17	3	168d52.2
01/25/17	4	183d54.6
01/25/17	5	198d57.1
01/25/17	6	213d59.6
01/25/17	7	229d02.0
01/25/17	8	244d04.5
01/25/17	9	259d07.0
01/25/17	10	274d09.4
01/25/17	11	289d11.9
01/25/17	12	304d14.4
01/25/17	13	319d16.8
01/25/17	14	334d19.3
01/25/17	15	349d21.8
01/25/17	16	4d24.2
01/25/17	17	19d26.7
01/25/17	18	34d29.1
01/25/17	19	49d31.6
01/25/17	20	64d34.1
01/25/17	21	79d36.5
01/25/17	22	94d39.0
01/25/17	23	109d41.5
01/26/17	0	124d43.9
01/26/17	1	139d46.4
01/26/17	2	154d48.9
01/26/17	3	169d51.3
01/26/17	4	184d53.8
01/26/17	5	199d56.2
01/26/17	6	214d58.7
01/26/17	7	230d01.2
01/26/17	8	245d03.6
01/26/17	9	260d06.1
01/26/17	10	275d08.6
01/26/17	11	290d11.0
01/26/17	12	305d13.5
01/26/17	13	320d16.0
01/26/17	14	335d18.4
01/26/17	15	350d20.9
01/26/17	16	5d23.4
01/26/17	17	20d25.8
01/26/17	18	35d28.3
01/26/17	19	50d30.7
01/26/17	20	65d33.2
01/26/17	21	80d35.7
01/26/17	22	95d38.1
01/26/17	23	110d40.6
01/27/17	0	125d43.1
01/27/17	1	140d45.5
01/27/17	2	155d48.0
01/27/17	3	170d50.5
01/27/17	4	185d52.9
01/27/17	5	200d55.4
01/27/17	6	215d57.9
01/27/17	7	231d00.3
01/27/17	8	246d02.8
01/27/17	9	261d05.2
01/27/17	10	276d07.7
01/27/17	11	291d10.2
01/27/17	12	306d12.6
01/27/17	13	321d15.1
01/27/17	14	336d17.6
01/27/17	15	351d20.0
01/27/17	16	6d22.5
01/27/17	17	21d25.0
01/27/17	18	36d27.4
01/27/17	19	51d29.9
01/27/17	20	66d32.3
01/27/17	21	81d34.8
01/27/17	22	96d37.3
01/27/17	23	111d39.7
01/28/17	0	126d42.2
01/28/17	1	141d44.7
01/28/17	2	156d47.1
01/28/17	3	171d49.6
01/28/17	4	186d52.1
01/28/17	5	201d54.5
01/28/17	6	216d57.0
01/28/17	7	231d59.5
01/28/17	8	247d01.9
01/28/17	9	262d04.4
01/28/17	10	277d06.8
01/28/17	11	292d09.3
01/28/17	12	307d11.8
01/28/17	13	322d14.2
01/28/17	14	337d16.7
01/28/17	15	352d19.2
01/28/17	16	7d21.6
01/28/17	17	22d24.1
01/28/17	18	37d26.6
01/28/17	19	52d29.0
01/28/17	20	67d31.5
01/28/17	21	82d33.9
01/28/17	22	97d36.4
01/28/17	23	112d38.9
01/29/17	0	127d41.3
01/29/17	1	142d43.8
01/29/17	2	157d46.3
01/29/17	3	172d48.7
01/29/17	4	187d51.2
01/29/17	5	202d53.7
01/29/17	6	217d56.1
01/29/17	7	232d58.6
01/29/17	8	248d01.1
01/29/17	9	263d03.5
01/29/17	10	278d06.0
01/29/17	11	293d08.4
01/29/17	12	308d10.9
01/29/17	13	323d13.4
01/29/17	14	338d15.8
01/29/17	15	353d18.3
01/29/17	16	8d20.8
01/29/17	17	23d23.2
01/29/17	18	38d25.7
01/29/17	19	53d28.2
01/29/17	20	68d30.6
01/29/17	21	83d33.1
01/29/17	22	98d35.6
01/29/17	23	113d38.0
01/30/17	0	128d40.5
01/30/17	1	143d42.9
01/30/17	2	158d45.4
01/30/17	3	173d47.9
01/30/17	4	188d50.3
01/30/17	5	203d52.8
01/30/17	6	218d55.3
01/30/17	7	233d57.7
01/30/17	8	249d00.2
01/30/17	9	264d02.7
01/30/17	10	279d05.1
01/30/17	11	294d07.6
01/30/17	12	309d10.0
01/30/17	13	324d12.5
01/30/17	14	339d15.0
01/30/17	15	354d17.4
01/30/17	16	9d19.9
01/30/17	17	24d22.4
01/30/17	18	39d24.8
01/30/17	19	54d27.3
01/30/17	20	69d29.8
01/30/17	21	84d32.2
01/30/17	22	99d34.7
01/30/17	23	114d37.2
01/31/17	0	129d39.6
01/31/17	1	144d42.1
01/31/17	2	159d44.5
01/31/17	3	174d47.0
01/31/17	4	189d49.5
01/31/17	5	204d51.9
01/31/17	6	219d54.4
01/31/17	7	234d56.9
01/31/17	8	249d59.3
01/31/17	9	265d01.8
01/31/17	10	280d04.3
01/31/17	11	295d06.7
01/31/17	12	310d09.2
01/31/17	13	325d11.7
01/31/17	14	340d14.1
01/31/17	15	355d16.6
01/31/17	16	10d19.0
01/31/17	17	25d21.5
01/31/17	18	40d24.0
01/31/17	19	55d26.4
01/31/17	20	70d28.9
01/31/17	21	85d31.4
01/31/17	22	100d33.8
01/31/17	23	115d36.3
02/01/17	0	130d38.8
02/01/17	1	145d41.2
02/01/17	2	160d43.7
02/01/17	3	175d46.1
02/01/17	4	190d48.6
02/01/17	5	205d51.1
02/01/17	6	220d53.5
02/01/17	7	235d56.0
02/01/17	8	250d58.5
02/01/17	9	266d00.9
02/01/17	10	281d03.4
02/01/17	11	296d05.9
02/01/17	12	311d08.3
02/01/17	13	326d10.8
02/01/17	14	341d13.3
02/01/17	15	356d15.7
02/01/17	16	11d18.2
02/01/17	17	26d20.6
02/01/17	18	41d23.1
02/01/17	19	56d25.6
02/01/17	20	71d28.0
02/01/17	21	86d30.5
02/01/17	22	101d33.0
02/01/17	23	116d35.4
02/02/17	0	131d37.9
02/02/17	1	146d40.4
02/02/17	2	161d42.8
02/02/17	3	176d45.3
02/02/17	4	191d47.8
02/02/17	5	206d50.2
02/02/17	6	221d52.7
02/02/17	7	236d55.1
02/02/17	8	251d57.6
02/02/17	9	267d00.1
02/02/17	10	282d02.5
02/02/17	11	297d05.0
02/02/17	12	312d07.5
02/02/17	13	327d09.9
02/02/17	14	342d12.4
02/02/17	15	357d14.9
02/02/17	16	12d17.3
02/02/17	17	27d19.8
02/02/17	18	42d22.2
02/02/17	19	57d24.7
02/02/17	20	72d27.2
02/02/17	21	87d29.6
02/02/17	22	102d32.1
02/02/17	23	117d34.6
02/03/17	0	132d37.0
02/03/17	1	147d39.5
02/03/17	2	162d42.0
02/03/17	3	177d44.4
02/03/17	4	192d46.9
02/03/17	5	207d49.4
02/03/17	6	222d51.8
02/03/17	7	237d54.3
02/03/17	8	252d56.7
02/03/17	9	267d59.2
02/03/17	10	283d01.7
02/03/17	11	298d04.1
02/03/17	12	313d06.6
02/03/17	13	328d09.1
02/03/17	14	343d11.5
02/03/17	15	358d14.0
02/03/17	16	13d16.5
02/03/17	17	28d18.9
02/03/17	18	43d21.4
02/03/17	19	58d23.9
02/03/17	20	73d26.3
02/03/17	21	88d28.8
02/03/17	22	103d31.2
02/03/17	23	118d33.7
02/04/17	0	133d36.2
02/04/17	1	148d38.6
02/04/17	2	163d41.1
02/04/17	3	178d43.6
02/04/17	4	193d46.0
02/04/17	5	208d48.5
02/04/17	6	223d51.0
02/04/17	7	238d53.4
02/04/17	8	253d55.9
02/04/17	9	268d58.3
02/04/17	10	284d00.8
02/04/17	11	299d03.3
02/04/17	12	314d05.7
02/04/17	13	329d08.2
02/04/17	14	344d10.7
02/04/17	15	359d13.1
02/04/17	16	14d15.6
02/04/17	17	29d18.1
02/04/17	18	44d20.5
02/04/17	19	59d23.0
02/04/17	20	74d25.5
02/04/17	21	89d27.9
02/04/17	22	104d30.4
02/04/17	23	119d32.8
02/05/17	0	134d35.3
02/05/17	1	149d37.8
02/05/17	2	164d40.2
02/05/17	3	179d42.7
02/05/17	4	194d45.2
02/05/17	5	209d47.6
02/05/17	6	224d50.1
02/05/17	7	239d52.6
02/05/17	8	254d55.0
02/05/17	9	269d57.5
02/05/17	10	284d60.0
02/05/17	11	300d02.4
02/05/17	12	315d04.9
02/05/17	13	330d07.3
02/05/17	14	345d09.8
02/05/17	15	0d12.3
02/05/17	16	15d14.7
02/05/17	17	30d17.2
02/05/17	18	45d19.7
02/05/17	19	60d22.1
02/05/17	20	75d24.6
02/05/17	21	90d27.1
02/05/17	22	105d29.5
02/05/17	23	120d32.0
02/06/17	0	135d34.5
02/06/17	1	150d36.9
02/06/17	2	165d39.4
02/06/17	3	180d41.8
02/06/17	4	195d44.3
02/06/17	5	210d46.8
02/06/17	6	225d49.2
02/06/17	7	240d51.7
02/06/17	8	255d54.2
02/06/17	9	270d56.6
02/06/17	10	285d59.1
02/06/17	11	301d01.6
02/06/17	12	316d04.0
02/06/17	13	331d06.5
02/06/17	14	346d09.0
02/06/17	15	1d11.4
02/06/17	16	16d13.9
02/06/17	17	31d16.3
02/06/17	18	46d18.8
02/06/17	19	61d21.3
02/06/17	20	76d23.7
02/06/17	21	91d26.2
02/06/17	22	106d28.7
02/06/17	23	121d31.1
02/07/17	0	136d33.6
02/07/17	1	151d36.1
02/07/17	2	166d38.5
02/07/17	3	181d41.0
02/07/17	4	196d43.4
02/07/17	5	211d45.9
02/07/17	6	226d48.4
02/07/17	7	241d50.8
02/07/17	8	256d53.3
02/07/17	9	271d55.8
02/07/17	10	286d58.2
02/07/17	11	302d00.7
02/07/17	12	317d03.2
02/07/17	13	332d05.6
02/07/17	14	347d08.1
02/07/17	15	2d10.6
02/07/17	16	17d13.0
02/07/17	17	32d15.5
02/07/17	18	47d17.9
02/07/17	19	62d20.4
02/07/17	20	77d22.9
02/07/17	21	92d25.3
02/07/17	22	107d27.8
02/07/17	23	122d30.3
02/08/17	0	137d32.7
02/08/17	1	152d35.2
02/08/17	2	167d37.7
02/08/17	3	182d40.1
02/08/17	4	197d42.6
02/08/17	5	212d45.1
02/08/17	6	227d47.5
02/08/17	7	242d50.0
02/08/17	8	257d52.4
02/08/17	9	272d54.9
02/08/17	10	287d57.4
02/08/17	11	302d59.8
02/08/17	12	318d02.3
02/08/17	13	333d04.8
02/08/17	14	348d07.2
02/08/17	15	3d09.7
02/08/17	16	18d12.2
02/08/17	17	33d14.6
02/08/17	18	48d17.1
02/08/17	19	63d19.5
02/08/17	20	78d22.0
02/08/17	21	93d24.5
02/08/17	22	108d26.9
02/08/17	23	123d29.4
02/09/17	0	138d31.9
02/09/17	1	153d34.3
02/09/17	2	168d36.8
02/09/17	3	183d39.3
02/09/17	4	198d41.7
02/09/17	5	213d44.2
02/09/17	6	228d46.7
02/09/17	7	243d49.1
02/09/17	8	258d51.6
02/09/17	9	273d54.0
02/09/17	10	288d56.5
02/09/17	11	303d59.0
02/09/17	12	319d01.4
02/09/17	13	334d03.9
02/09/17	14	349d06.4
02/09/17	15	4d08.8
02/09/17	16	19d11.3
02/09/17	17	34d13.8
02/09/17	18	49d16.2
02/09/17	19	64d18.7
02/09/17	20	79d21.2
02/09/17	21	94d23.6
02/09/17	22	109d26.1
02/09/17	23	124d28.5
02/10/17	0	139d31.0
02/10/17	1	154d33.5
02/10/17	2	169d35.9
02/10/17	3	184d38.4
02/10/17	4	199d40.9
02/10/17	5	214d43.3
02/10/17	6	229d45.8
02/10/17	7	244d48.3
02/10/17	8	259d50.7
02/10/17	9	274d53.2
02/10/17	10	289d55.6
02/10/17	11	304d58.1
02/10/17	12	320d00.6
02/10/17	13	335d03.0
02/10/17	14	350d05.5
02/10/17	15	5d08.0
02/10/17	16	20d10.4
02/10/17	17	35d12.9
02/10/17	18	50d15.4
02/10/17	19	65d17.8
02/10/17	20	80d20.3
02/10/17	21	95d22.8
02/10/17	22	110d25.2
02/10/17	23	125d27.7
02/11/17	0	140d30.1
02/11/17	1	155d32.6
02/11/17	2	170d35.1
02/11/17	3	185d37.5
02/11/17	4	200d40.0
02/11/17	5	215d42.5
02/11/17	6	230d44.9
02/11/17	7	245d47.4
02/11/17	8	260d49.9
02/11/17	9	275d52.3
02/11/17	10	290d54.8
02/11/17	11	305d57.2
02/11/17	12	320d59.7
02/11/17	13	336d02.2
02/11/17	14	351d04.6
02/11/17	15	6d07.1
